date	day	time_of_day	temperature_colonisation	light_intensity_colonisation
20230409	72	23	19.187	0
20230410	73	0	18.616	0
20230410	73	1	17.855	0
20230410	73	2	17.189	0
20230410	73	3	16.808	0
20230410	73	4	16.332	0
20230410	73	5	15.951	0
20230410	73	6	16.046	10333.4
20230410	73	7	16.618	14466.8
20230410	73	8	17.094	16533.4
20230410	73	9	17.379	14466.8
20230410	73	10	17.855	12400.1
20230410	73	11	18.045	12400.1
20230410	73	12	18.426	15155.7
20230410	73	13	18.711	16533.4
20230410	73	14	18.996	10677.8
20230410	73	15	19.282	14466.8
20230410	73	16	19.567	16533.4
20230410	73	17	19.853	14466.8
20230410	73	18	19.948	16533.4
20230410	73	19	20.138	12400.1
20230410	73	20	20.329	15155.7
20230410	73	21	20.424	16533.4
20230410	73	22	20.138	0
20230410	73	23	19.377	0
20230411	74	0	18.711	0
20230411	74	1	18.045	0
20230411	74	2	17.379	0
20230411	74	3	16.808	0
20230411	74	4	16.427	0
20230411	74	5	16.046	0
20230411	74	6	15.664	13777.9
20230411	74	7	15.378	12400.1
20230411	74	8	16.237	10677.8
20230411	74	9	16.808	13777.9
20230411	74	10	17.189	12400.1
20230411	74	11	17.665	11022.3
20230411	74	12	18.236	12400.1
20230411	74	13	18.616	16533.4
20230411	74	14	19.092	11711.2
20230411	74	15	19.472	13089.0
20230411	74	16	19.662	16533.4
20230411	74	17	19.948	12400.1
20230411	74	18	20.234	10677.8
20230411	74	19	20.424	12400.1
20230411	74	20	20.710	14466.8
20230411	74	21	20.901	11022.3
20230411	74	22	21.091	0
20230411	74	23	20.996	0
20230412	75	0	20.329	0
20230412	75	1	19.567	0
20230412	75	2	18.806	0
20230412	75	3	18.236	0
20230412	75	4	17.665	0
20230412	75	5	17.094	0
20230412	75	6	16.523	16533.4
20230412	75	7	16.141	15155.7
20230412	75	8	16.808	12400.1
20230412	75	9	17.189	16533.4
20230412	75	10	17.760	10677.8
20230412	75	11	18.140	13089.0
20230412	75	12	18.426	11711.2
20230412	75	13	18.806	12400.1
20230412	75	14	19.187	11022.3
20230412	75	15	18.045	13089.0
20230412	75	16	17.950	12400.1
20230412	75	17	18.236	13089.0
20230412	75	18	18.521	10677.8
20230412	75	19	18.711	13089.0
20230412	75	20	18.806	12400.1
20230412	75	21	18.996	12400.1
20230412	75	22	19.377	0
20230412	75	23	19.567	0
20230413	76	0	19.282	0
20230413	76	1	18.616	0
20230413	76	2	17.950	0
20230413	76	3	17.379	0
20230413	76	4	16.808	0
20230413	76	5	16.427	0
20230413	76	6	15.855	11711.2
20230413	76	7	14.996	15844.5
20230413	76	8	14.996	14466.8
20230413	76	9	15.187	14466.8
20230413	76	10	15.473	13089.0
20230413	76	11	15.855	15844.5
20230413	76	12	16.332	12400.1
20230413	76	13	16.713	13777.9
20230413	76	14	16.999	11022.3
20230413	76	15	17.665	15155.7
20230413	76	16	18.806	14466.8
20230413	76	17	18.711	12400.1
20230413	76	18	21.569	14466.8
20230413	76	19	20.901	12400.1
20230413	76	20	20.805	13777.9
20230413	76	21	20.805	11711.2
20230413	76	22	20.805	0
20230413	76	23	20.710	0
20230414	77	0	20.234	0
20230414	77	1	19.567	0
20230414	77	2	18.806	0
20230414	77	3	17.950	0
20230414	77	4	17.475	0
20230414	77	5	17.094	0
20230414	77	6	16.427	13777.9
20230414	77	7	15.664	16533.4
20230414	77	8	15.664	11022.3
20230414	77	9	15.855	16533.4
20230414	77	10	16.237	14466.8
20230414	77	11	16.427	14466.8
20230414	77	12	16.808	13089.0
